number,opened_at,resolved_at,closed_at,priority,urgency,impact,category,assignment_group,reassignment_count,reopen_count,made_sla,resolution_time_hours
INC0008649,2016-03-18 09:59:00,2016-03-29 16:08:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,270.15
INC0008652,2016-03-18 10:03:00,2016-03-18 10:15:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,True,0.2
INC0008654,2016-03-18 10:07:00,2016-03-29 15:45:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,,0,0,False,269.6333333333333
INC0008657,2016-03-18 10:10:00,2016-03-29 12:40:00,2016-04-03 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,266.5
INC0008658,2016-03-18 10:12:00,2016-03-29 11:51:00,2016-04-03 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,False,265.65
INC0008660,2016-03-18 10:12:00,2016-03-28 18:38:00,2016-04-02 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 22,2,0,False,248.43333333333334
INC0008661,2016-03-18 10:14:00,2016-03-22 13:43:00,2016-03-27 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,0,0,True,99.48333333333333
INC0008662,2016-03-18 10:15:00,2016-03-18 12:09:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 23,1,0,True,1.9
INC0008663,2016-03-18 10:16:00,2016-03-18 11:52:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,True,1.6
INC0008665,2016-03-18 10:17:00,2016-03-30 10:01:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,287.73333333333335
INC0008667,2016-03-18 10:19:00,2016-03-19 14:35:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,28.266666666666666
INC0008668,2016-03-18 10:20:00,2016-03-30 10:03:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,287.71666666666664
INC0008673,2016-03-18 10:25:00,2016-03-18 17:05:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,6.666666666666667
INC0008674,2016-03-18 10:25:00,2016-03-31 09:43:00,2016-04-01 12:13:00,3 - moderate,2 - Medium,2 - Medium,category 28,Group 65,1,0,False,311.3
INC0008676,2016-03-18 10:27:00,2016-03-18 10:42:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 23,1,0,True,0.25
INC0008677,2016-03-18 10:29:00,2016-03-31 10:39:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,False,312.1666666666667
INC0008679,2016-03-18 10:31:00,2016-03-19 01:35:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,True,15.066666666666666
INC0008680,2016-03-18 10:33:00,2016-03-22 20:19:00,2016-03-27 20:59:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 70,2,0,True,105.76666666666667
INC0008681,2016-03-18 10:33:00,2016-03-29 12:57:00,2016-04-03 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,266.4
INC0008682,2016-03-18 10:34:00,2016-03-21 09:04:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,True,70.5
INC0008683,2016-03-18 10:34:00,2016-03-24 09:31:00,2016-03-29 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,False,142.95
INC0008684,2016-03-18 10:37:00,2016-03-22 16:40:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,3,0,True,102.05
INC0008685,2016-03-18 10:37:00,2016-03-29 15:47:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,,0,0,False,269.1666666666667
INC0008686,2016-03-18 10:39:00,2016-03-23 10:22:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 22,0,0,True,119.71666666666667
INC0008688,2016-03-18 10:41:00,2016-03-21 08:20:00,2016-03-26 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 19,Group 62,2,0,True,69.65
INC0008689,2016-03-18 10:42:00,2016-03-21 08:18:00,2016-03-26 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 27,0,0,True,69.6
INC0008690,2016-03-18 10:42:00,2016-03-18 11:31:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 23,1,0,True,0.8166666666666667
INC0008694,2016-03-18 10:47:00,2016-03-30 15:15:00,2016-04-04 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,4,0,False,292.46666666666664
INC0008695,2016-03-18 10:47:00,2016-03-28 19:25:00,2016-04-02 19:59:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 70,2,0,False,248.63333333333333
INC0008696,2016-03-18 10:48:00,2016-03-31 09:27:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,7,0,False,310.65
INC0008697,2016-03-18 10:48:00,2016-03-18 16:44:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 39,0,0,True,5.933333333333334
INC0008698,2016-03-18 10:49:00,2016-03-18 14:28:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 17,Group 69,0,0,True,3.65
INC0008702,2016-03-18 10:51:00,2016-03-29 16:05:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,1,0,False,269.23333333333335
INC0008706,2016-03-18 10:56:00,2016-03-21 11:08:00,2016-03-26 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 27,1,0,True,72.2
INC0008707,2016-03-18 10:56:00,2016-03-31 10:48:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,3,0,False,311.8666666666667
INC0008708,2016-03-18 10:58:00,2016-03-21 12:01:00,2016-03-26 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 19,Group 59,1,0,True,73.05
INC0008709,2016-03-18 10:59:00,2016-03-29 16:15:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,False,269.26666666666665
INC0008711,2016-03-18 11:00:00,2016-03-29 08:53:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,2,0,False,261.8833333333333
INC0008712,2016-03-18 11:02:00,2016-03-24 12:13:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,False,145.18333333333334
INC0008713,2016-03-18 11:02:00,2016-03-18 11:08:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,True,0.1
INC0008714,2016-03-18 11:03:00,2016-03-22 17:09:00,2016-03-27 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 20,1,0,True,102.1
INC0008721,2016-03-18 11:11:00,2016-03-18 11:35:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,True,0.4
INC0008722,2016-03-18 11:12:00,2016-03-18 11:24:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 70,1,0,True,0.2
INC0008724,2016-03-18 11:14:00,2016-03-29 16:21:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,2,0,False,269.1166666666667
INC0008727,2016-03-18 11:18:00,2016-03-22 16:39:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,True,101.35
INC0008730,2016-03-18 11:21:00,2016-03-30 13:47:00,2016-04-04 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,3,0,False,290.43333333333334
INC0008731,2016-03-18 11:23:00,2016-03-28 15:38:00,2016-04-02 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 25,1,0,False,244.25
INC0008732,2016-03-18 11:24:00,2016-03-28 09:56:00,2016-04-02 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,2,0,False,238.53333333333333
INC0008733,2016-03-18 11:25:00,2016-03-29 16:33:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,4,0,False,269.1333333333333
INC0008736,2016-03-18 11:28:00,2016-03-18 11:40:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,0,0,True,0.2
INC0008737,2016-03-18 11:28:00,2016-03-18 17:39:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 5,0,0,True,6.183333333333334
INC0008738,2016-03-18 11:28:00,2016-03-21 09:28:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,70.0
INC0008739,2016-03-18 11:29:00,2016-03-30 16:57:00,2016-04-04 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,5,0,True,293.46666666666664
INC0008740,2016-03-18 11:30:00,2016-03-19 08:04:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,True,20.566666666666666
INC0008743,2016-03-18 11:35:00,2016-03-28 14:21:00,2016-04-02 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,False,242.76666666666668
INC0008744,2016-03-18 11:37:00,2016-03-30 10:26:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,2,0,False,286.81666666666666
INC0008745,2016-03-18 11:38:00,2016-03-19 08:30:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,3,0,True,20.866666666666667
INC0008751,2016-03-18 11:43:00,2016-03-18 17:22:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 23,2,0,True,5.65
INC0008753,2016-03-18 11:44:00,2016-03-18 19:51:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,8.116666666666667
INC0008756,2016-03-18 11:47:00,2016-03-21 16:01:00,2016-03-26 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,True,76.23333333333333
INC0008758,2016-03-18 11:52:00,2016-03-18 11:55:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,True,0.05
INC0008760,2016-03-18 11:55:00,2016-03-19 08:48:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,3,0,True,20.883333333333333
INC0008764,2016-03-18 12:02:00,2016-03-18 13:31:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 70,0,0,True,1.4833333333333334
INC0008765,2016-03-18 12:02:00,2016-03-30 10:28:00,2016-04-04 10:59:00,2 - high,1 - High,2 - Medium,category 19,Group 70,2,0,False,286.43333333333334
INC0008767,2016-03-18 12:04:00,2016-03-24 12:13:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 25,1,0,False,144.15
INC0008769,2016-03-18 12:06:00,2016-03-24 15:08:00,2016-03-29 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 70,4,0,False,147.03333333333333
INC0008774,2016-03-18 12:30:00,2016-03-21 09:48:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 50,1,0,True,69.3
INC0008777,2016-03-18 12:46:00,2016-03-18 14:48:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 13,Group 23,2,0,True,2.033333333333333
INC0008782,2016-03-18 12:50:00,2016-03-29 08:54:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,False,260.06666666666666
INC0008785,2016-03-18 13:00:00,2016-03-30 15:44:00,2016-04-04 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 29,4,0,False,290.73333333333335
INC0008790,2016-03-18 13:08:00,2016-03-30 16:01:00,2016-04-04 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 24,3,0,False,290.8833333333333
INC0008795,2016-03-18 13:20:00,2016-03-28 12:06:00,2016-04-02 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 27,1,0,False,238.76666666666668
INC0008797,2016-03-18 13:22:00,2016-03-24 15:15:00,2016-03-29 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,145.88333333333333
INC0008798,2016-03-18 13:25:00,2016-03-22 11:46:00,2016-03-27 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,1,0,True,94.35
INC0008800,2016-03-18 13:29:00,2016-03-30 10:35:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,285.1
INC0008802,2016-03-18 13:32:00,2016-03-29 16:31:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,266.98333333333335
INC0008803,2016-03-18 13:33:00,2016-03-30 10:55:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,285.3666666666667
INC0008804,2016-03-18 13:33:00,2016-03-18 15:41:00,2016-03-24 19:02:00,1 - critical,1 - High,1 - High,category 37,Group 49,2,0,True,2.1333333333333333
INC0008805,2016-03-18 13:40:00,2016-03-18 18:54:00,2016-03-24 19:02:00,2 - high,2 - Medium,1 - High,category 57,Group 53,1,0,False,5.233333333333333
INC0008810,2016-03-18 13:54:00,2016-03-19 08:36:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,18.7
INC0008811,2016-03-18 13:55:00,2016-03-19 14:49:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,24.9
INC0008812,2016-03-18 13:55:00,2016-03-18 14:23:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.4666666666666667
INC0008813,2016-03-18 13:56:00,2016-03-23 15:52:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 33,1,0,True,121.93333333333334
INC0008815,2016-03-18 13:57:00,2016-03-28 12:16:00,2016-04-02 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,False,238.31666666666666
INC0008816,2016-03-18 14:01:00,2016-03-23 10:21:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,116.33333333333333
INC0008817,2016-03-18 14:05:00,2016-03-22 16:49:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,98.73333333333333
INC0008820,2016-03-18 14:08:00,2016-03-29 16:19:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,266.18333333333334
INC0008822,2016-03-18 14:13:00,2016-03-24 08:24:00,2016-03-29 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,138.18333333333334
INC0008825,2016-03-18 14:17:00,2016-03-29 16:30:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,266.21666666666664
INC0008826,2016-03-18 14:18:00,2016-03-30 10:56:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,284.6333333333333
INC0008827,2016-03-18 14:19:00,2016-03-21 09:05:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 29,3,0,True,66.76666666666667
INC0008828,2016-03-18 14:20:00,2016-03-21 08:35:00,2016-03-29 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 66,1,0,False,66.25
INC0008830,2016-03-18 14:23:00,2016-03-23 17:00:00,2016-03-28 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 6,0,0,True,122.61666666666666
INC0008831,2016-03-18 14:24:00,2016-03-31 08:13:00,2016-04-05 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 73,2,0,False,305.81666666666666
INC0008834,2016-03-18 14:27:00,2016-03-18 14:28:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.016666666666666666
INC0008836,2016-03-18 14:28:00,2016-03-19 08:54:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,18.433333333333334
INC0008837,2016-03-18 14:29:00,2016-03-21 11:48:00,2016-03-26 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 25,1,0,True,69.31666666666666
INC0008838,2016-03-18 14:32:00,2016-03-30 11:05:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,284.55
INC0008840,2016-03-18 14:32:00,2016-03-18 14:40:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.13333333333333333
INC0008842,2016-03-18 14:34:00,2016-03-18 16:27:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,True,1.8833333333333333
INC0008844,2016-03-18 14:36:00,2016-03-19 08:38:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,True,18.033333333333335
INC0008846,2016-03-18 14:36:00,2016-03-30 11:35:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,284.98333333333335
INC0008847,2016-03-18 14:41:00,2016-03-18 14:42:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.016666666666666666
INC0008849,2016-03-18 14:43:00,2016-03-18 14:50:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.11666666666666667
INC0008850,2016-03-18 14:43:00,2016-03-30 11:38:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,4,0,False,284.9166666666667
INC0008851,2016-03-18 14:46:00,2016-03-21 09:06:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 27,2,0,True,66.33333333333333
INC0008853,2016-03-18 14:50:00,2016-03-19 09:02:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,True,18.2
INC0008854,2016-03-18 14:50:00,2016-03-24 12:10:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 29,1,0,False,141.33333333333334
INC0008855,2016-03-18 14:51:00,2016-03-18 14:55:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.06666666666666667
INC0008856,2016-03-18 14:52:00,2016-03-18 16:43:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 6,1,0,True,1.85
INC0008857,2016-03-18 14:52:00,2016-03-18 15:03:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,True,0.18333333333333332
INC0008859,2016-03-18 14:56:00,2016-03-22 16:34:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,True,97.63333333333334
INC0008863,2016-03-18 14:59:00,2016-03-23 15:08:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,1,0,True,120.15
INC0008867,2016-03-18 15:04:00,2016-03-18 17:10:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 28,Group 25,0,0,True,2.1
INC0008868,2016-03-18 15:04:00,2016-03-19 08:45:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,17.683333333333334
INC0008871,2016-03-18 15:08:00,2016-03-30 11:42:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,284.56666666666666
INC0008872,2016-03-18 15:10:00,2016-03-18 15:38:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 3,0,0,False,0.4666666666666667
INC0008873,2016-03-18 15:11:00,2016-03-23 10:36:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 65,0,0,True,115.41666666666667
INC0008874,2016-03-18 15:14:00,2016-03-31 10:59:00,2016-04-05 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,307.75
INC0008876,2016-03-18 15:14:00,2016-03-30 11:46:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,1,0,False,284.53333333333336
INC0008877,2016-03-18 15:17:00,2016-03-18 16:19:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 31,1,0,True,1.0333333333333334
INC0008880,2016-03-18 15:18:00,2016-03-18 15:21:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.05
INC0008881,2016-03-18 15:20:00,2016-03-18 15:36:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 70,0,0,True,0.26666666666666666
INC0008883,2016-03-18 15:22:00,2016-03-21 08:37:00,2016-03-26 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,1,0,True,65.25
INC0008886,2016-03-18 15:22:00,2016-03-19 14:30:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,True,23.133333333333333
INC0008887,2016-03-18 15:22:00,2016-03-24 17:55:00,2016-03-29 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,False,146.55
INC0008888,2016-03-18 15:24:00,2016-03-21 17:16:00,2016-03-26 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,1,0,True,73.86666666666666
INC0008889,2016-03-18 15:26:00,2016-03-18 16:08:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,True,0.7
INC0008890,2016-03-18 15:27:00,2016-03-18 15:28:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.016666666666666666
INC0008891,2016-03-18 15:27:00,2016-03-18 16:43:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 28,0,0,True,1.2666666666666666
INC0008892,2016-03-18 15:30:00,2016-03-18 15:32:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.03333333333333333
INC0008893,2016-03-18 15:33:00,2016-03-18 15:55:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.36666666666666664
INC0008894,2016-03-18 15:35:00,2016-03-22 16:33:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,True,96.96666666666667
INC0008895,2016-03-18 15:35:00,2016-03-29 16:28:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,264.8833333333333
INC0008896,2016-03-18 15:36:00,2016-03-29 13:00:00,2016-04-03 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,2,0,False,261.4
INC0008897,2016-03-18 15:36:00,2016-03-30 12:01:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 70,2,0,False,284.4166666666667
INC0008898,2016-03-18 15:37:00,2016-03-24 17:13:00,2016-03-29 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 23,2,0,False,145.6
INC0008899,2016-03-18 15:38:00,2016-03-30 12:02:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,284.4
INC0008900,2016-03-18 15:39:00,2016-03-21 08:52:00,2016-03-26 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 27,0,0,True,65.21666666666667
INC0008901,2016-03-18 15:42:00,2016-03-28 08:15:00,2016-04-02 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,1,0,False,232.55
INC0008903,2016-03-18 15:46:00,2016-03-22 16:31:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,True,96.75
INC0008905,2016-03-18 15:48:00,2016-03-21 15:24:00,2016-03-26 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,0,0,True,71.6
INC0008906,2016-03-18 15:49:00,2016-03-31 11:02:00,2016-04-05 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,,0,0,False,307.21666666666664
INC0008907,2016-03-18 15:49:00,2016-03-28 14:20:00,2016-04-02 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,False,238.51666666666668
INC0008909,2016-03-18 15:50:00,2016-03-22 14:31:00,2016-03-27 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 27,2,0,True,94.68333333333334
INC0008910,2016-03-18 15:54:00,2016-03-21 17:25:00,2016-03-26 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,True,73.51666666666667
INC0008911,2016-03-18 15:56:00,2016-03-18 15:57:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 24,0,0,True,0.016666666666666666
INC0008915,2016-03-18 16:01:00,2016-03-21 10:22:00,2016-03-26 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,True,66.35
INC0008916,2016-03-18 16:04:00,2016-03-18 16:25:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,1,0,True,0.35
INC0008918,2016-03-18 16:13:00,2016-03-22 14:29:00,2016-03-27 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,True,94.26666666666667
INC0008920,2016-03-18 16:16:00,2016-03-18 17:28:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,True,1.2
INC0008923,2016-03-18 16:20:00,2016-03-22 11:09:00,2016-03-27 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 3,2,0,True,90.81666666666666
INC0008924,2016-03-18 16:20:00,2016-03-18 17:49:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 12,1,0,True,1.4833333333333334
INC0008925,2016-03-18 16:24:00,2016-03-31 11:10:00,2016-04-05 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 28,Group 70,1,0,False,306.76666666666665
INC0008926,2016-03-18 16:25:00,2016-03-18 16:38:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,1,0,True,0.21666666666666667
INC0008927,2016-03-18 16:26:00,2016-03-28 15:12:00,2016-04-02 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,False,238.76666666666668
INC0008929,2016-03-18 16:32:00,2016-03-31 11:29:00,2016-04-05 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,1,0,False,306.95
INC0008930,2016-03-18 16:35:00,2016-03-29 08:57:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,False,256.3666666666667
INC0008933,2016-03-18 16:40:00,2016-03-18 17:02:00,2016-03-24 19:02:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 66,0,0,True,0.36666666666666664
