number,opened_at,resolved_at,closed_at,priority,urgency,impact,category,assignment_group,reassignment_count,reopen_count,made_sla,resolution_time_hours,sla_status
INC0007134,2016-03-15 10:12:00,2016-03-22 12:50:00,2016-03-27 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 41,Group 70,1,0,false,170.63333333333333,Breached SLA
INC0007135,2016-03-15 10:12:00,2016-03-18 09:34:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 27,3,0,false,71.36666666666666,Breached SLA
INC0007138,2016-03-15 10:14:00,2016-03-15 10:16:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,false,0.03333333333333333,Breached SLA
INC0007141,2016-03-15 10:20:00,2016-03-16 10:26:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 24,2,0,false,24.1,Breached SLA
INC0007143,2016-03-15 10:20:00,2016-03-23 09:16:00,2016-03-28 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,false,190.93333333333334,Breached SLA
INC0007145,2016-03-15 10:23:00,2016-03-15 10:25:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 5,0,0,false,0.03333333333333333,Breached SLA
INC0007148,2016-03-15 10:24:00,2016-03-23 15:01:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 28,3,0,false,196.61666666666667,Breached SLA
INC0007149,2016-03-15 10:24:00,2016-03-15 10:25:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,false,0.016666666666666666,Breached SLA
INC0007150,2016-03-15 10:26:00,2016-03-23 13:46:00,2016-03-28 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,2,0,false,195.33333333333334,Breached SLA
INC0007153,2016-03-15 10:32:00,2016-03-15 15:56:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 39,1,0,false,5.4,Breached SLA
INC0007154,2016-03-15 10:33:00,2016-03-15 15:59:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 39,0,0,false,5.433333333333334,Breached SLA
INC0007155,2016-03-15 10:33:00,2016-03-22 09:34:00,2016-03-27 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,4,0,false,167.01666666666668,Breached SLA
INC0007156,2016-03-15 10:36:00,2016-03-23 15:37:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,0,0,false,197.01666666666668,Breached SLA
INC0007157,2016-03-15 10:36:00,2016-03-15 12:11:00,2016-03-24 19:01:00,1 - critical,1 - High,1 - High,category 57,Group 65,0,0,false,1.5833333333333333,Breached SLA
INC0007159,2016-03-15 10:40:00,2016-03-30 10:21:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 39,6,0,false,359.68333333333334,Breached SLA
INC0007160,2016-03-15 10:40:00,2016-03-29 16:17:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,341.6166666666667,Breached SLA
INC0007162,2016-03-15 10:41:00,2016-03-16 14:21:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 23,0,0,false,27.666666666666668,Breached SLA
INC0007163,2016-03-15 10:41:00,2016-03-22 10:16:00,2016-03-27 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 13,2,0,false,167.58333333333334,Breached SLA
INC0007164,2016-03-15 10:45:00,2016-03-15 15:21:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 66,1,0,false,4.6,Breached SLA
INC0007169,2016-03-15 10:48:00,2016-03-16 09:30:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,0,0,false,22.7,Breached SLA
INC0007170,2016-03-15 10:49:00,2016-03-21 07:57:00,2016-03-26 07:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,false,141.13333333333333,Breached SLA
INC0007171,2016-03-15 10:49:00,2016-03-30 15:17:00,2016-04-04 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,4,0,false,364.46666666666664,Breached SLA
INC0007173,2016-03-15 10:52:00,2016-03-15 15:27:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 23,0,0,false,4.583333333333333,Breached SLA
INC0007174,2016-03-15 10:53:00,2016-03-21 14:57:00,2016-03-26 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 66,4,0,false,148.06666666666666,Breached SLA
INC0007175,2016-03-15 10:53:00,2016-03-16 10:17:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 23,3,0,false,23.4,Breached SLA
INC0007178,2016-03-15 10:56:00,2016-03-17 14:23:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,3,0,false,51.45,Breached SLA
INC0007179,2016-03-15 10:57:00,2016-03-22 11:47:00,2016-03-27 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,false,168.83333333333334,Breached SLA
INC0007183,2016-03-15 11:00:00,2016-03-15 16:11:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 39,0,0,false,5.183333333333334,Breached SLA
INC0007184,2016-03-15 11:00:00,2016-03-15 14:20:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 27,2,0,false,3.3333333333333335,Breached SLA
INC0007185,2016-03-15 11:02:00,2016-03-16 15:41:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 23,2,0,false,28.65,Breached SLA
INC0007186,2016-03-15 11:03:00,2016-03-15 11:42:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 58,0,0,false,0.65,Breached SLA
INC0007187,2016-03-15 11:03:00,2016-03-23 14:46:00,2016-03-28 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,false,195.71666666666667,Breached SLA
INC0007191,2016-03-15 11:07:00,2016-03-22 12:52:00,2016-03-27 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 41,Group 70,1,0,false,169.75,Breached SLA
INC0007193,2016-03-15 11:07:00,2016-03-29 08:39:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,3,0,false,333.53333333333336,Breached SLA
INC0007195,2016-03-15 11:09:00,2016-03-15 18:19:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 6,0,0,false,7.166666666666667,Breached SLA
INC0007196,2016-03-15 11:10:00,2016-03-15 16:36:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 39,0,0,false,5.433333333333334,Breached SLA
INC0007197,2016-03-15 11:10:00,2016-03-23 09:17:00,2016-03-28 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,false,190.11666666666667,Breached SLA
INC0007201,2016-03-15 11:14:00,2016-03-16 15:42:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 45,1,0,false,28.466666666666665,Breached SLA
INC0007204,2016-03-15 11:17:00,2016-03-15 11:24:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,false,0.11666666666666667,Breached SLA
INC0007206,2016-03-15 11:17:00,2016-03-17 17:43:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 20,3,0,false,54.43333333333333,Breached SLA
INC0007207,2016-03-15 11:19:00,2016-03-16 15:07:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 31,3,0,false,27.8,Breached SLA
INC0007208,2016-03-15 11:20:00,2016-03-21 13:59:00,2016-03-26 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 23,1,0,false,146.65,Breached SLA
INC0007220,2016-03-15 11:27:00,2016-03-15 11:32:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,false,0.08333333333333333,Breached SLA
INC0007221,2016-03-15 11:27:00,2016-03-23 09:55:00,2016-03-28 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,2,0,false,190.46666666666667,Breached SLA
INC0007223,2016-03-15 11:27:00,2016-03-29 10:35:00,2016-04-03 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,4,0,false,335.1333333333333,Breached SLA
INC0007224,2016-03-15 11:28:00,2016-03-30 14:21:00,2016-04-04 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 23,4,0,false,362.8833333333333,Breached SLA
INC0007225,2016-03-15 11:28:00,2016-03-23 13:56:00,2016-03-28 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,194.46666666666667,Breached SLA
INC0007226,2016-03-15 11:28:00,2016-03-16 08:26:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 24,2,1,false,20.966666666666665,Breached SLA
INC0007228,2016-03-15 11:29:00,2016-03-17 10:59:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 46,3,0,false,47.5,Breached SLA
INC0007229,2016-03-15 11:30:00,2016-03-30 08:57:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 13,Group 70,3,4,false,357.45,Breached SLA
INC0007230,2016-03-15 11:30:00,2016-03-15 11:33:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,,0,0,false,0.05,Breached SLA
INC0007232,2016-03-15 11:32:00,2016-03-15 12:11:00,2016-03-24 19:01:00,1 - critical,1 - High,1 - High,category 51,Group 24,1,0,false,0.65,Breached SLA
INC0007233,2016-03-15 11:33:00,2016-03-24 10:41:00,2016-03-29 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,4,0,false,215.13333333333333,Breached SLA
INC0007234,2016-03-15 11:35:00,2016-03-17 10:48:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,false,47.21666666666667,Breached SLA
INC0007235,2016-03-15 11:35:00,2016-03-15 11:37:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,false,0.03333333333333333,Breached SLA
INC0007236,2016-03-15 11:36:00,2016-03-16 16:55:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 27,2,0,false,29.316666666666666,Breached SLA
INC0007237,2016-03-15 11:38:00,2016-03-26 16:42:00,2016-03-31 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,5,0,false,269.06666666666666,Breached SLA
INC0007238,2016-03-15 11:39:00,2016-03-15 11:58:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,0.31666666666666665,Breached SLA
INC0007239,2016-03-15 11:41:00,2016-03-28 13:01:00,2016-04-02 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 25,1,0,false,313.3333333333333,Breached SLA
INC0007240,2016-03-15 11:43:00,2016-03-24 08:21:00,2016-03-29 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 6,1,0,false,212.63333333333333,Breached SLA
INC0007244,2016-03-15 11:47:00,2016-03-15 12:04:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,,0,0,false,0.2833333333333333,Breached SLA
INC0007247,2016-03-15 11:52:00,2016-03-24 08:56:00,2016-03-29 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,4,0,false,213.06666666666666,Breached SLA
INC0007248,2016-03-15 11:55:00,2016-03-16 14:45:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,false,26.833333333333332,Breached SLA
INC0007249,2016-03-15 11:56:00,2016-03-23 15:43:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,false,195.78333333333333,Breached SLA
INC0007250,2016-03-15 11:57:00,2016-03-15 12:05:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 24,1,0,false,0.13333333333333333,Breached SLA
INC0007252,2016-03-15 12:01:00,2016-03-16 15:25:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 28,2,0,false,27.4,Breached SLA
INC0007253,2016-03-15 12:02:00,2016-03-21 08:39:00,2016-03-26 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,0,0,false,140.61666666666667,Breached SLA
INC0007254,2016-03-15 12:03:00,2016-03-15 12:13:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,false,0.16666666666666666,Breached SLA
INC0007255,2016-03-15 12:04:00,2016-03-21 15:21:00,2016-03-26 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 8,Group 65,1,0,false,147.28333333333333,Breached SLA
INC0007256,2016-03-15 12:08:00,2016-03-18 16:23:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 66,1,0,false,76.25,Breached SLA
INC0007258,2016-03-15 12:12:00,2016-03-15 13:45:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,0,0,false,1.55,Breached SLA
INC0007261,2016-03-15 12:15:00,2016-03-23 14:53:00,2016-03-28 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,3,0,false,194.63333333333333,Breached SLA
INC0007262,2016-03-15 12:16:00,2016-03-17 15:35:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,1,false,51.31666666666667,Breached SLA
INC0007267,2016-03-15 12:26:00,2016-03-15 16:59:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,4,0,false,4.55,Breached SLA
INC0007269,2016-03-15 12:29:00,2016-03-23 15:17:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,4,0,false,194.8,Breached SLA
INC0007271,2016-03-15 12:31:00,2016-03-17 14:29:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,4,0,false,49.96666666666667,Breached SLA
INC0007274,2016-03-15 12:34:00,2016-03-24 09:06:00,2016-03-29 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 25,2,0,false,212.53333333333333,Breached SLA
INC0007277,2016-03-15 12:40:00,2016-03-15 13:53:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 27,0,0,false,1.2166666666666666,Breached SLA
INC0007285,2016-03-15 13:01:00,2016-03-16 10:29:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 28,0,0,false,21.466666666666665,Breached SLA
INC0007287,2016-03-15 13:10:00,2016-03-22 15:54:00,2016-03-27 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,170.73333333333332,Breached SLA
INC0007290,2016-03-15 13:12:00,2016-03-15 13:17:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,false,0.08333333333333333,Breached SLA
INC0007291,2016-03-15 13:14:00,2016-03-19 15:22:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,98.13333333333334,Breached SLA
INC0007292,2016-03-15 13:15:00,2016-03-24 12:12:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 29,0,0,false,214.95,Breached SLA
INC0007294,2016-03-15 13:18:00,2016-03-18 16:17:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 25,2,0,false,74.98333333333333,Breached SLA
INC0007295,2016-03-15 13:20:00,2016-03-18 15:30:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,3,0,false,74.16666666666667,Breached SLA
INC0007296,2016-03-15 13:25:00,2016-03-15 15:30:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 46,0,0,false,2.0833333333333335,Breached SLA
INC0007297,2016-03-15 13:27:00,2016-03-17 11:10:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,2,0,false,45.71666666666667,Breached SLA
INC0007302,2016-03-15 13:33:00,2016-03-18 10:31:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 25,6,0,false,68.96666666666667,Breached SLA
INC0007303,2016-03-15 13:34:00,2016-03-15 18:51:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,0,0,false,5.283333333333333,Breached SLA
INC0007305,2016-03-15 13:36:00,2016-03-21 17:04:00,2016-03-26 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,147.46666666666667,Breached SLA
INC0007306,2016-03-15 13:36:00,2016-03-22 16:12:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 27,2,0,false,170.6,Breached SLA
INC0007308,2016-03-15 13:37:00,2016-03-17 15:01:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 56,7,0,false,49.4,Breached SLA
INC0007310,2016-03-15 13:44:00,2016-03-17 17:21:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 50,2,0,false,51.61666666666667,Breached SLA
INC0007311,2016-03-15 13:46:00,2016-03-18 12:21:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 25,1,0,false,70.58333333333333,Breached SLA
INC0007313,2016-03-15 13:48:00,2016-03-17 14:44:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,48.93333333333333,Breached SLA
INC0007315,2016-03-15 13:50:00,2016-03-17 14:50:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,49.0,Breached SLA
INC0007316,2016-03-15 13:51:00,2016-03-15 17:30:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,false,3.65,Breached SLA
INC0007317,2016-03-15 13:52:00,2016-03-23 14:43:00,2016-03-28 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 37,1,0,false,192.85,Breached SLA
INC0007318,2016-03-15 13:52:00,2016-03-24 08:18:00,2016-03-29 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,8,0,false,210.43333333333334,Breached SLA
INC0007319,2016-03-15 13:53:00,2016-03-23 10:49:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,7,0,false,188.93333333333334,Breached SLA
INC0007320,2016-03-15 13:54:00,2016-03-15 14:07:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 70,0,0,false,0.21666666666666667,Breached SLA
INC0007322,2016-03-15 13:57:00,2016-03-15 14:11:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 5,0,0,false,0.23333333333333334,Breached SLA
INC0007323,2016-03-15 14:02:00,2016-03-18 08:44:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,false,66.7,Breached SLA
INC0007324,2016-03-15 14:03:00,2016-03-23 10:02:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,187.98333333333332,Breached SLA
INC0007326,2016-03-15 14:06:00,2016-03-15 17:38:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,false,3.533333333333333,Breached SLA
INC0007328,2016-03-15 14:07:00,2016-03-15 17:20:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 66,1,0,false,3.216666666666667,Breached SLA
INC0007330,2016-03-15 14:08:00,2016-03-23 10:57:00,2016-03-28 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,2,0,false,188.81666666666666,Breached SLA
INC0007332,2016-03-15 14:10:00,2016-03-17 16:34:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,50.4,Breached SLA
INC0007333,2016-03-15 14:11:00,2016-03-17 15:24:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,false,49.21666666666667,Breached SLA
INC0007334,2016-03-15 14:11:00,2016-03-22 10:22:00,2016-03-27 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,false,164.18333333333334,Breached SLA
INC0007335,2016-03-15 14:12:00,2016-03-22 16:44:00,2016-03-27 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,false,170.53333333333333,Breached SLA
INC0007336,2016-03-15 14:12:00,2016-03-15 17:48:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,false,3.6,Breached SLA
INC0007337,2016-03-15 14:15:00,2016-03-18 09:54:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 28,1,0,false,67.65,Breached SLA
INC0007338,2016-03-15 14:15:00,2016-03-21 16:00:00,2016-03-26 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,2,1,false,145.75,Breached SLA
INC0007339,2016-03-15 14:16:00,2016-03-24 08:30:00,2016-03-29 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,false,210.23333333333332,Breached SLA
INC0007345,2016-03-15 14:25:00,2016-03-15 16:34:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 23,3,0,false,2.15,Breached SLA
INC0007346,2016-03-15 14:32:00,2016-03-22 14:14:00,2016-03-27 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 74,1,0,false,167.7,Breached SLA
INC0007348,2016-03-15 14:38:00,2016-03-21 10:48:00,2016-03-26 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 28,2,0,false,140.16666666666666,Breached SLA
INC0007350,2016-03-15 14:42:00,2016-03-29 10:17:00,2016-04-03 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 15,1,0,false,331.5833333333333,Breached SLA
INC0007353,2016-03-15 14:46:00,2016-03-17 13:30:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,3,0,false,46.733333333333334,Breached SLA
INC0007354,2016-03-15 14:48:00,2016-03-15 15:02:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 70,1,0,false,0.23333333333333334,Breached SLA
INC0007355,2016-03-15 14:48:00,2016-03-17 11:40:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,44.86666666666667,Breached SLA
INC0007356,2016-03-15 14:49:00,2016-03-24 12:28:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,2,0,false,213.65,Breached SLA
INC0007357,2016-03-15 14:51:00,2016-03-29 13:00:00,2016-04-03 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,6,0,false,334.15,Breached SLA
INC0007359,2016-03-15 14:57:00,2016-03-17 13:17:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,46.333333333333336,Breached SLA
INC0007360,2016-03-15 14:57:00,2016-03-17 15:12:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,3,0,false,48.25,Breached SLA
INC0007362,2016-03-15 14:58:00,2016-03-15 17:03:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,1,0,false,2.0833333333333335,Breached SLA
INC0007364,2016-03-15 15:02:00,2016-03-15 15:19:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,false,0.2833333333333333,Breached SLA
INC0007365,2016-03-15 15:08:00,2016-03-17 16:51:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,49.71666666666667,Breached SLA
INC0007367,2016-03-15 15:11:00,2016-03-17 16:56:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,49.75,Breached SLA
INC0007368,2016-03-15 15:11:00,2016-03-29 09:20:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 66,1,0,false,330.15,Breached SLA
INC0007369,2016-03-15 15:12:00,2016-03-16 16:29:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,false,25.283333333333335,Breached SLA
INC0007370,2016-03-15 15:14:00,2016-03-17 11:40:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,1,0,false,44.43333333333333,Breached SLA
INC0007371,2016-03-15 15:16:00,2016-03-19 09:51:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,3,0,false,90.58333333333333,Breached SLA
INC0007373,2016-03-15 15:18:00,2016-03-15 17:24:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,2.1,Breached SLA
INC0007375,2016-03-15 15:19:00,2016-03-17 08:46:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,4,0,false,41.45,Breached SLA
INC0007376,2016-03-15 15:21:00,2016-03-15 15:22:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,false,0.016666666666666666,Breached SLA
INC0007377,2016-03-15 15:22:00,2016-03-15 15:23:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,false,0.016666666666666666,Breached SLA
INC0007378,2016-03-15 15:25:00,2016-03-29 08:25:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,8,0,false,329.0,Breached SLA
INC0007379,2016-03-15 15:25:00,2016-03-15 15:26:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 64,0,0,false,0.016666666666666666,Breached SLA
INC0007380,2016-03-15 15:26:00,2016-03-17 11:56:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 23,4,0,false,44.5,Breached SLA
INC0007381,2016-03-15 15:26:00,2016-03-16 12:06:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 27,0,0,false,20.666666666666668,Breached SLA
INC0007382,2016-03-15 15:26:00,2016-03-15 17:41:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,false,2.25,Breached SLA
INC0007384,2016-03-15 15:29:00,2016-03-24 09:41:00,2016-03-29 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,1,0,false,210.2,Breached SLA
INC0007386,2016-03-15 15:36:00,2016-03-19 15:52:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,96.26666666666667,Breached SLA
INC0007388,2016-03-15 15:36:00,2016-03-15 16:03:00,2016-03-24 19:01:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,0,0,false,0.45,Breached SLA
